myFlowerExperiment | INFO flwr 2024-05-05 17:59:14,463 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-05 19:10:39,237 | server.py:111 | [ROUND 7]
myFlowerExperiment | INFO flwr 2024-05-05 19:10:39,237 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,192 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,607 | server.py:129 | fit progress: (7, 6.616722106933594, {'accuracy': 0.5152284502983093}, 422.8819025000048)
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,607 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,849 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,849 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,849 | server.py:111 | [ROUND 8]
myFlowerExperiment | INFO flwr 2024-05-05 19:11:44,849 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,012 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,410 | server.py:129 | fit progress: (8, 4.935873031616211, {'accuracy': 0.4517766535282135}, 489.68496970900014)
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,410 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,633 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,634 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,634 | server.py:111 | [ROUND 9]
myFlowerExperiment | INFO flwr 2024-05-05 19:12:51,634 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:13:57,470 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:13:57,881 | server.py:129 | fit progress: (9, 5.2381768226623535, {'accuracy': 0.4467005133628845}, 556.155360292003)
myFlowerExperiment | INFO flwr 2024-05-05 19:13:57,881 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:13:58,091 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:13:58,091 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:13:58,091 | server.py:111 | [ROUND 10]
myFlowerExperiment | INFO flwr 2024-05-05 19:13:58,091 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:15:04,758 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,197 | server.py:129 | fit progress: (10, 5.924458026885986, {'accuracy': 0.41624364256858826}, 623.4716765000048)
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,198 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,435 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,437 | server.py:487 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,437 | server.py:488 | [SUMMARY]
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,437 | server.py:489 | Run finished 10 rounds in 623.71s
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,437 | server.py:492 | History (loss, distributed):
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	('\tround 1: 3.369942960008096\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 2: 1.5097912855264617\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 3: 0.8656344631303894\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 4: 1.1965053467281188\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 5: 1.4465191102609403\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 6: 1.0682341447067594\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 7: 0.8144053002163923\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 8: 0.7045401154079504\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 9: 0.732596079283475\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 10: 0.9153828111571302\n')History (loss, centralized):
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	('\tround 0: 1.4631284475326538\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 1: 6.570803642272949\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 2: 4.3676533699035645\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 3: 3.9172680377960205\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 4: 6.589437484741211\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 5: 4.280980110168457\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 6: 5.704705238342285\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 7: 6.616722106933594\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 8: 4.935873031616211\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 9: 5.2381768226623535\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	 '\tround 10: 5.924458026885986\n')History (metrics, centralized):
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	{'accuracy': [(0, 0.24873095750808716),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (1, 0.18274112045764923),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (2, 0.3807106614112854),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (3, 0.3578680157661438),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (4, 0.3502538204193115),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (5, 0.4543147087097168),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (6, 0.4060913622379303),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (7, 0.5152284502983093),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (8, 0.4517766535282135),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (9, 0.4467005133628845),
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:494 | 	              (10, 0.41624364256858826)]}
myFlowerExperiment | INFO flwr 2024-05-05 19:15:05,438 | server.py:495 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:19:39,169 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-05 19:19:39,222 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-05 19:19:39,222 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-05 19:19:39,222 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-05 19:20:08,285 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-05 19:20:08,285 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-05 19:20:08,736 | server.py:97 | initial parameters (loss, other metrics): 1.4065839052200317, {'accuracy': 0.25380709767341614}
myFlowerExperiment | INFO flwr 2024-05-05 19:20:08,736 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:20:08,736 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-05 19:20:14,839 | server.py:224 | configure_fit: strategy sampled 2 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-05 19:20:39,077 | server.py:238 | aggregate_fit: received 2 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-05 19:20:39,100 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-05 19:20:39,625 | server.py:129 | fit progress: (1, 3.3295865058898926, {'accuracy': 0.2918781638145447}, 30.88859187500202)
myFlowerExperiment | INFO flwr 2024-05-05 19:20:39,625 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:20:40,033 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-05 19:20:40,033 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-05 19:20:40,033 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:20:40,033 | server.py:111 | [ROUND 2]
myFlowerExperiment | INFO flwr 2024-05-05 19:20:40,033 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:21:42,727 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,137 | server.py:129 | fit progress: (2, 5.466972827911377, {'accuracy': 0.3832487165927887}, 94.4009795420061)
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,138 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,445 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,445 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,445 | server.py:111 | [ROUND 3]
myFlowerExperiment | INFO flwr 2024-05-05 19:21:43,445 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:22:47,396 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:22:47,804 | server.py:129 | fit progress: (3, 6.646890640258789, {'accuracy': 0.398477166891098}, 159.06704162500682)
myFlowerExperiment | INFO flwr 2024-05-05 19:22:47,804 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:22:48,087 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:22:48,087 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:22:48,088 | server.py:111 | [ROUND 4]
myFlowerExperiment | INFO flwr 2024-05-05 19:22:48,088 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:23:49,897 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,320 | server.py:129 | fit progress: (4, 6.910407543182373, {'accuracy': 0.41624364256858826}, 221.58275512500404)
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,321 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,639 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,639 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,639 | server.py:111 | [ROUND 5]
myFlowerExperiment | INFO flwr 2024-05-05 19:23:50,639 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:24:53,849 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,274 | server.py:129 | fit progress: (5, 5.039868354797363, {'accuracy': 0.4568527936935425}, 285.53545387500344)
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,274 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,602 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,602 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,602 | server.py:111 | [ROUND 6]
myFlowerExperiment | INFO flwr 2024-05-05 19:24:54,602 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:25:57,510 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:25:57,899 | server.py:129 | fit progress: (6, 10.782960891723633, {'accuracy': 0.4492385685443878}, 349.1603757080011)
myFlowerExperiment | INFO flwr 2024-05-05 19:25:57,899 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:25:58,143 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:25:58,143 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:25:58,143 | server.py:111 | [ROUND 7]
myFlowerExperiment | INFO flwr 2024-05-05 19:25:58,143 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,153 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,547 | server.py:129 | fit progress: (7, 12.104307174682617, {'accuracy': 0.5406091213226318}, 412.8080408330061)
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,547 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,785 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,785 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,785 | server.py:111 | [ROUND 8]
myFlowerExperiment | INFO flwr 2024-05-05 19:27:01,785 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:28:04,973 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,380 | server.py:129 | fit progress: (8, 12.82037353515625, {'accuracy': 0.5482233762741089}, 476.63998670800356)
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,380 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,650 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,650 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,650 | server.py:111 | [ROUND 9]
myFlowerExperiment | INFO flwr 2024-05-05 19:28:05,650 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:29:08,965 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,358 | server.py:129 | fit progress: (9, 13.702702522277832, {'accuracy': 0.5634517669677734}, 540.6172903330007)
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,358 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,607 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,608 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,608 | server.py:111 | [ROUND 10]
myFlowerExperiment | INFO flwr 2024-05-05 19:29:09,608 | server.py:224 | configure_fit: strategy sampled 6 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,109 | server.py:238 | aggregate_fit: received 6 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,521 | server.py:129 | fit progress: (10, 14.106048583984375, {'accuracy': 0.5228426456451416}, 604.7802710830001)
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,521 | server.py:176 | configure_evaluate: strategy sampled 8 clients (out of 8)
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,809 | server.py:190 | aggregate_evaluate: received 8 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,811 | server.py:487 | 
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,811 | server.py:488 | [SUMMARY]
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,811 | server.py:489 | Run finished 10 rounds in 605.07s
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,811 | server.py:492 | History (loss, distributed):
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	('\tround 1: 1.1638898661535375\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 2: 2.7381739855227987\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 3: 1.0891366639411408\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 4: 3.109590454799373\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 5: 1.301917421277807\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 6: 1.0463923765184158\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 7: 0.7399253421024994\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 8: 0.705016805449637\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 9: 0.7762640003854805\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 10: 1.669719826988227\n')History (loss, centralized):
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	('\tround 0: 1.4065839052200317\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 1: 3.3295865058898926\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 2: 5.466972827911377\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 3: 6.646890640258789\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 4: 6.910407543182373\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 5: 5.039868354797363\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 6: 10.782960891723633\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 7: 12.104307174682617\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 8: 12.82037353515625\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 9: 13.702702522277832\n'
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	 '\tround 10: 14.106048583984375\n')History (metrics, centralized):
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	{'accuracy': [(0, 0.25380709767341614),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (1, 0.2918781638145447),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (2, 0.3832487165927887),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (3, 0.398477166891098),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (4, 0.41624364256858826),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (5, 0.4568527936935425),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (6, 0.4492385685443878),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (7, 0.5406091213226318),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (8, 0.5482233762741089),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (9, 0.5634517669677734),
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:494 | 	              (10, 0.5228426456451416)]}
myFlowerExperiment | INFO flwr 2024-05-05 19:30:13,812 | server.py:495 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:39:51,515 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-09 11:42:22,568 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-09 11:42:22,578 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-09 11:42:22,578 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-09 11:42:22,578 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,223 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,224 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,616 | server.py:97 | initial parameters (loss, other metrics): 1.4004815816879272, {'accuracy': 0.29695430397987366}
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,617 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,617 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-09 11:43:26,617 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,199 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-09 11:43:36,210 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,629 | server.py:129 | fit progress: (1, 1.4807944297790527, {'accuracy': 0.3604061007499695}, 10.012242000000697)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,629 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,908 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-09 11:43:36,908 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,908 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,908 | server.py:111 | [ROUND 2]
myFlowerExperiment | INFO flwr 2024-05-09 11:43:36,908 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,273 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,643 | server.py:129 | fit progress: (2, 2.7986772060394287, {'accuracy': 0.403553307056427}, 20.02690299999813)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,644 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,770 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,770 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,770 | server.py:111 | [ROUND 3]
myFlowerExperiment | INFO flwr 2024-05-09 11:43:46,770 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:55,852 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,183 | server.py:129 | fit progress: (3, 4.288219928741455, {'accuracy': 0.34517765045166016}, 29.56662408400007)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,183 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,295 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,295 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,295 | server.py:111 | [ROUND 4]
myFlowerExperiment | INFO flwr 2024-05-09 11:43:56,295 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:05,779 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,069 | server.py:129 | fit progress: (4, 3.69989013671875, {'accuracy': 0.5380710363388062}, 39.45266787500077)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,069 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,185 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,185 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,185 | server.py:111 | [ROUND 5]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:06,185 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,338 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,689 | server.py:129 | fit progress: (5, 4.200775623321533, {'accuracy': 0.5507614016532898}, 49.07217170899821)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,689 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,800 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,800 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,800 | server.py:111 | [ROUND 6]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:15,800 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:24,961 | server.py:238 | aggregate_fit: received 3 results and 0 failures
